Организация;Партнер;ИНН;КПП;ТС;ГосНомер;ИД;Активно;ОкончаниеНачисления;НомерНачисления;ДатаНачисления;Сумманачисления;НомерСчета;ДатаСчет;
НАВИ ГРУПП ООО;Карат-Лес;2420070653;242001001;6520 х912кх;х912кх;;Нет;01.06.2019 0:00:00;;;0;;;
НАВИ ГРУПП ООО;РУ ТРАНС ООО;2466174888;246601001;CAMC 340 т063мк124  ;т063мк124  ;;Нет;01.09.2019 0:00:00;;;0;;;
НАВИ ГРУПП ООО;РУ ТРАНС ООО;2466174888;246601001;CAMC 340 а240мн124  ;а240мн124  ;;Нет;01.09.2019 0:00:00;;;0;;;
НАВИ ГРУПП ООО;РУ ТРАНС ООО;2466174888;246601001;Hitachi 8178мв    ;8178мв    ;;Нет;01.09.2019 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КИТ ООО;2464214817;246501001;Камаз х982ес     ;х982ес     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Перевозчик ООО;2463115080;246001001;МАЗ х216ор124  ;х216ор124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Перевозчик ООО;2463115080;246001001;МАЗ х219ор124  ;х219ор124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Арсенал;2464220553;246201001;ISUZU а155он     ;а155он     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Спец Трейд ООО ( бывш. Сибирь ТК и Чех ИП);2461040104;246101001; к477кв;к477кв;;Нет;01.06.2019 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Спец Трейд ООО ( бывш. Сибирь ТК и Чех ИП);2461040104;246101001;TGS т768ну 124 ;т768ну 124 ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Спец Трейд ООО ( бывш. Сибирь ТК и Чех ИП);2461040104;246101001;TGS р842оа124  ;р842оа124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;СПБ ЭКСПЕРТ, ООО;2463074370;246301001;VOLVO р021нв124  ;р021нв124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;СПБ ЭКСПЕРТ, ООО;2463074370;246301001;FM400 м067нт 124 ;м067нт 124 ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Л.Л.Т.;2420006859;242001001; м784те;м784те;;Нет;01.08.2019 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Л.Л.Т.;2420006859;242001001; 255;255;;Нет;01.08.2019 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Л.Л.Т.;2420006859;242001001; е097мк;е097мк;;Нет;01.08.2019 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Л.Л.Т.;2420006859;242001001; е705ко;е705ко;;Нет;01.08.2019 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Л.Л.Т.;2420006859;242001001; е713мо;е713мо;;Нет;01.08.2019 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001; о220ан;о220ан;;Нет;01.08.2019 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001; р522ас;р522ас;;Нет;01.10.2019 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001; н103ас;н103ас;;Нет;01.10.2019 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001; р545ас;р545ас;;Нет;31.03.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001; р526ас;р526ас;;Нет;31.08.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001; р530ас;р530ас;;Нет;01.07.2020 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001; р551ас;р551ас;;Нет;31.08.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001;ЗИЛ м 527ас    ;м 527ас    ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001;FV в390ну     ;в390ну     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001;FS в377 ну    ;в377 ну    ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001;FS в371ну     ;в371ну     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001;568774 к415оа124  ;к415оа124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001;Газон к356оа124  ;к356оа124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001;Камаз м247нх124  ;м247нх124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001;Next т233нв     ;т233нв     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001;Next е888нм     ;е888нм     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001;Next е768нм     ;е768нм     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001;Next м049мх     ;м049мх     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001;Next м690мх     ;м690мх     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001;ГАЗ р368ом124  ;р368ом124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001;Камаз м333ок124  ;м333ок124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001;33308 х590но 124 ;х590но 124 ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Филимоновский Молочноконсервный Комбинат ООО;2450029532;245001001;33308 а479нн124  ;а479нн124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирские напитки;2411021579;246501001; в148мн;в148мн;;Нет;30.09.2016 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001; Х197МУ;Х197МУ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;Газель с116см;с116см;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;3309 х915ое     ;х915ое     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;SDLG 3570хх    ;3570хх    ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;3309 х145нс124  ;х145нс124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;65111 у932нв     ;у932нв     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;УАЗ 29891 194       ;194       ;;Нет;01.02.2020 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;УАЗ 29891 н357не124 ;н357не124 ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;ГАЗ а766нм124  ;а766нм124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;ГАЗ к050нс124  ;к050нс124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;ГАЗ р946нх     ;р946нх     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;Т11 8418хс    ;8418хс    ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;Т170 2658хх24  ;2658хх24  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;УАЗ т594оо124  ;т594оо124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;ГАЗ е595он124  ;е595он124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;VOLVO с150ов     ;с150ов     ;;Нет;01.12.2019 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;Prado х220нх    ;х220нх    ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;МТЛБ б/н;б/н;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;Pajero р101ок    ;р101ок    ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;ЧЕТРА 2691хх24   ;2691хх24   ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;sd16 2692хх24  ;2692хх24  ;;Нет;31.12.2019 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;sd32 4553хх    ;4553хх    ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;43118 с878нт     ;с878нт     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;748H б/н;б/н;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;43118 х642нх     ;х642нх     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Сибирьстройсервис,ООО;2465232600;246501001;МТЛБ 1810028   ;1810028   ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КРАСПРИРОДРЕСУРС, ООО;2466170019;246601001;VOLVO х991вн124  ;х991вн124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КРАСПРИРОДРЕСУРС, ООО;2466170019;246601001;VOLVO т146мс124  ;т146мс124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КРАСПРИРОДРЕСУРС, ООО;2466170019;246601001;MAN К005УС     ;К005УС     ;;Нет;01.10.2019 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КРАСПРИРОДРЕСУРС, ООО;2466170019;246601001;VOLVO C393MT     ;C393MT     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КРАСПРИРОДРЕСУРС, ООО;2466170019;246601001;VOLVO Х189КЕ     ;Х189КЕ     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КРАСПРИРОДРЕСУРС, ООО;2466170019;246601001;VOLVO Х788ВР     ;Х788ВР     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КРАСПРИРОДРЕСУРС, ООО;2466170019;246601001;VOLVO р633кк19   ;р633кк19   ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;АХ ОГОРОД, ООО;2404005880;240401001;TERRION 3108 6851мв    ;6851мв    ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;АХ ОГОРОД, ООО;2404005880;240401001;TERRION 3108 6535нн    ;6535нн    ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;СМНУ-70, АО;5410130683;541001001;Highlander у238кр 124;у238кр 124;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;СМНУ-70, АО;5410130683;541001001;Hiace о444то 24 ;о444то 24 ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;СМНУ-70, АО;5410130683;541001001;Santa Fe в002ов124  ;в002ов124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;СМНУ-70, АО;5410130683;541001001;ГАЗель м398ну     ;м398ну     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;СМНУ-70, АО;5410130683;541001001;Patriot к636оа124 ;к636оа124 ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;СМНУ-70, АО;5410130683;541001001;L200 Т012ЕХ    ;Т012ЕХ    ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;СМНУ-70, АО;5410130683;541001001;L200 т050мн    ;т050мн    ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;СМНУ-70, АО;5410130683;541001001;Pajero о888от    ;о888от    ;;Нет;01.02.2019 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ИнвестРесурс ООО;2465160032;246501001;18.480 в459ое124  ;в459ое124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ИнвестРесурс ООО;2465160032;246501001;MAN н395ок     ;н395ок     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Лидер;;;TGS с710нт 124 ;с710нт 124 ;;Нет;31.12.2017 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Лидер;;;TGS с704нт 124 ;с704нт 124 ;;Нет;31.12.2017 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Лидер;;; р811ву;р811ву;;Нет;01.06.2015 0:00:00;;;0;;;
НАВИ ГРУПП ООО;СибСтройКом;2460069301;246001001;S205 7937хе   ;7937хе   ;;Нет;30.06.2015 0:00:00;;;0;;;
НАВИ ГРУПП ООО;СибСтройКом;2460069301;246001001;<>;;;Нет;30.06.2015 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Строймеханизация № 2;2464005789;246401001; х905хо;х905хо;;Нет;31.07.2016 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Строймеханизация № 2;2464005789;246401001; р041оо;р041оо;;Нет;31.07.2016 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ООО ГАРС;2463116567;246301001;ГАЗ с567оа124  ;с567оа124  ;;Нет;01.07.2020 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ООО ГАРС;2463116567;246301001;ISUZU н046он124  ;н046он124  ;;Нет;01.07.2020 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;NOR 75R а214мр     ;а214мр     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;МАЗ к786нс     ;к786нс     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;Камаз 6460 с819кт     ;с819кт     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;Камаз 6460 с881кт     ;с881кт     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;Камаз 6460 у280ое     ;у280ое     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;КАЗС 2         ;2         ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;ДЗ98В 6434нс    ;6434нс    ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;43118 х043ос     ;х043ос     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;КАЗС 1         ;1         ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;231701001;TORA 3920во    ;3920во    ;;Нет;30.11.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;Т1501 0150во    ;0150во    ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;Маз х254ур     ;х254ур     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;231701001;CHL 60 5705      ;5705      ;;Нет;30.06.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;231701001;CHL 60 5706      ;5706      ;;Нет;30.06.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;3CX 8570вв    ;8570вв    ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;zx330 3027ву     ;3027ву     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;Камаз 6460 а461нр     ;а461нр     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;231701001;Набрызг бетона 0472вм    ;0472вм    ;;Нет;30.06.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;231701001;Трансмикс 0527вм    ;0527вм    ;;Нет;30.11.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;IVECO у791км;у791км;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;231701001;TORA 01        ;01        ;;Нет;30.11.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;700 а614хн     ;а614хн     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;Komatsu 420 о467во    ;о467во    ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;CYZ51KLMR к420нв     ;к420нв     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;43206 т439ск     ;т439ск     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;39099 х894нк     ;х894нк     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;IVECO у800км     ;у800км     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;65111 о961нх     ;о961нх     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;65111 у226сс;у226сс;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;65111 о958см     ;о958см     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;43114 т693мх     ;т693мх     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;Komatsu 420 0160во;0160во;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;770 2970нм;2970нм;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ТоннельЮжСтрой, ООО;2317073019;031745001;Komatsu 420 8943нс77  ;8943нс77  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Профи ООО;1414016230;141401001; 3589;3589;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КТМ, ООО;2465252822;246501001;Камаз с616ом124  ;с616ом124  ;;Нет;01.05.2020 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КТМ, ООО;2465252822;246501001;Камаз т678ом124  ;т678ом124  ;89235728253;Нет;01.05.2020 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КТМ, ООО;2465252822;246501001;Камаз т936ом124  ;т936ом124  ;;Нет;01.05.2020 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КТМ, ООО;2465252822;246501001;Камаз с149ов124  ;с149ов124  ;;Нет;01.05.2020 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КТМ, ООО;2465252822;246501001;L200 е681нт    ;е681нт    ;;Нет;01.01.2020 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КТМ, ООО;2465252822;246501001;Камаз н544со     ;н544со     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КТМ, ООО;2465252822;246501001;УАЗ м787от124  ;м787от124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КТМ, ООО;2465252822;246501001;Камаз е900му     ;е900му     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КТМ, ООО;2465252822;246501001;УАЗ е472от124  ;е472от124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КТМ, ООО;2465252822;246501001;Камаз с847уу24   ;с847уу24   ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КТМ, ООО;2465252822;246501001;Камаз н865ан124  ;н865ан124  ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КТМ, ООО;2465252822;246501001;Камаз а030ху24   ;а030ху24   ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КТМ, ООО;2465252822;246501001;65222 а061нр 124 ;а061нр 124 ;;Нет;01.01.2020 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КТМ, ООО;2465252822;246501001;65222 а078нр 124 ;а078нр 124 ;;Нет;01.01.2020 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КТМ, ООО;2465252822;246501001;Камаз в094кр     ;в094кр     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КТМ, ООО;2465252822;246501001;Камаз о862ру     ;о862ру     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КТМ, ООО;2465252822;246501001;Камаз а031нр     ;а031нр     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;КТМ, ООО;2465252822;246501001;Камаз у824мв     ;у824мв     ;;Да;01.01.0001 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Мельников Сергей Юрьевич (НР);246300149726;;Fredliner е698нх 124 ;е698нх 124 ;;Нет;01.04.2020 0:00:00;;;0;;;
НАВИ ГРУПП ООО;Мельников Сергей Юрьевич (НР);246300149726;;МАЗ о919кр124  ;о919кр124  ;;Нет;01.04.2020 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ЗАО ПСК " СОЮЗ ";2464007521;540601001; р683мн;р683мн;;Нет;31.05.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ЗАО ПСК " СОЮЗ ";2464007521;540601001; р566ум;р566ум;;Нет;31.05.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ЗАО ПСК " СОЮЗ ";2464007521;540601001; 5230мв;5230мв;;Нет;31.05.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ЗАО ПСК " СОЮЗ ";2464007521;540601001; 4080ку;4080ку;;Нет;31.05.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ЗАО ПСК " СОЮЗ ";2464007521;540601001; к141ро;к141ро;;Нет;31.05.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ЗАО ПСК " СОЮЗ ";2464007521;540601001; х960ас;х960ас;;Нет;31.05.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ЗАО ПСК " СОЮЗ ";2464007521;540601001; х671хо;х671хо;;Нет;31.05.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ЗАО ПСК " СОЮЗ ";2464007521;540601001; е282нр;е282нр;;Нет;31.05.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ЗАО ПСК " СОЮЗ ";2464007521;540601001; е284нк;е284нк;;Нет;31.05.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ЗАО ПСК " СОЮЗ ";2464007521;540601001; х274та   ;х274та   ;;Нет;31.05.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ЗАО ПСК " СОЮЗ ";2464007521;540601001; а369нр;а369нр;;Нет;31.05.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ЗАО ПСК " СОЮЗ ";2464007521;540601001; х754ос;х754ос;;Нет;31.05.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ЗАО ПСК " СОЮЗ ";2464007521;540601001; р286мн;р286мн;;Нет;31.05.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ЗАО ПСК " СОЮЗ ";2464007521;540601001; х263та   ;х263та   ;;Нет;31.05.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ЗАО ПСК " СОЮЗ ";2464007521;540601001; а854уе;а854уе;;Нет;31.05.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ЗАО ПСК " СОЮЗ ";2464007521;540601001;53228 у243нв   ;у243нв   ;;Нет;31.05.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ЗАО ПСК " СОЮЗ ";2464007521;540601001;53228 у201нв   ;у201нв   ;;Нет;31.05.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ЗАО ПСК " СОЮЗ ";2464007521;540601001;53228 у161нв   ;у161нв   ;;Нет;31.05.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ЗАО ПСК " СОЮЗ ";2464007521;540601001; е009см;е009см;;Нет;31.05.2018 0:00:00;;;0;;;
НАВИ ГРУПП ООО;ЗАО ПСК " СОЮЗ ";2464007521;540601001; в473кт;в473кт;;Нет;31.05.2018 0:00:00;;;0;;;
